service_id,date,exception_type
1000000088739,20250804,1
1000000088739,20250805,1
1000000088739,20250806,1
1000000088739,20250807,1
1000000088739,20250811,1
1000000088739,20250812,1
1000000088739,20250813,1
1000000088739,20250814,1
1000000088739,20250817,1
1000000088739,20250818,1
1000000088739,20250819,1
1000000088739,20250820,1
1000000088739,20250821,1
1000000088739,20250824,1
1000000088739,20250825,1
1000000088739,20250826,1
1000000088739,20250827,1
1000000088739,20250828,1
1000000088739,20250831,1
1000000088739,20250901,1
1000000088739,20250902,1
1000000088739,20250903,1
1000000088739,20250904,1
1000000088739,20250907,1
1000000088739,20250908,1
1000000088739,20250909,1
1000000088739,20250910,1
1000000088739,20250911,1
1000000088740,20250801,1
1000000088740,20250802,1
1000000088740,20250815,1
1000000088740,20250816,1
1000000088740,20250822,1
1000000088740,20250823,1
1000000088740,20250829,1
1000000088740,20250830,1
1000000088740,20250905,1
1000000088740,20250906,1
1000000088741,20250731,1
1000000088741,20250804,1
1000000088741,20250810,1
1000000088741,20250817,1
1000000088741,20250818,1
1000000088741,20250819,1
1000000088741,20250820,1
1000000088741,20250821,1
1000000088741,20250824,1
1000000088743,20250801,1
1000000088743,20250808,1
1000000088743,20250809,1
1000000088743,20250815,1
1000000088743,20250816,1
1000000088743,20250822,1
1000000088743,20250823,1
1000000088772,20250802,1
1000000088772,20250803,1
1000000088742,20250805,1
1000000088742,20250806,1
1000000088742,20250807,1
1000000088742,20250811,1
1000000088742,20250812,1
1000000088742,20250813,1
1000000088742,20250814,1
1000000088742,20250825,1
1000000088742,20250826,1
1000000088742,20250827,1
1000000088742,20250828,1
1000000088742,20250829,1
1000000088742,20250901,1
1000000088742,20250902,1
1000000088742,20250903,1
1000000088742,20250904,1
1000000088742,20250905,1
1000000088742,20250906,1
1000000088742,20250907,1
1000000088742,20250908,1
1000000088742,20250909,1
1000000088742,20250910,1
1000000088742,20250911,1
